Região;SiglaUF;UF;CódigoIBGE;Município;Crime;Mês;Data;Quantidade
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;01;01/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;02;02/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;03;03/2017;6
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;04;04/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;05;05/2017;8
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;06;06/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;01;01/2017;146
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;02;02/2017;38
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;03;03/2017;130
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;04;04/2017;109
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;05;05/2017;168
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;06;06/2017;123
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;01;01/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;02;02/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;04;04/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;05;05/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;01;01/2017;27
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;02;02/2017;26
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;03;03/2017;28
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;04;04/2017;27
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;05;05/2017;25
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;06;06/2017;29
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;01;01/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;02;02/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;03;03/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;04;04/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;05;05/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;06;06/2017;8
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;01;01/2017;34
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;02;02/2017;46
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;03;03/2017;32
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;04;04/2017;23
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;05;05/2017;33
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;06;06/2017;35
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;01;01/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;02;02/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;03;03/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;04;04/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;05;05/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;06;06/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;01;01/2017;28
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;02;02/2017;55
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;03;03/2017;30
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;04;04/2017;23
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;05;05/2017;25
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;06;06/2017;15
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);01;01/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;01;01/2017;5
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;02;02/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;03;03/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;04;04/2017;7
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;05;05/2017;7
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;06;06/2017;5
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;01;01/2017;49
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;02;02/2017;5
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;03;03/2017;46
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;04;04/2017;46
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;05;05/2017;40
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;06;06/2017;38
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;01;01/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;02;02/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;03;03/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;05;05/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;06;06/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Lesão corporal seguida de morte;05;05/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;01;01/2017;64
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;02;02/2017;8
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;03;03/2017;62
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;04;04/2017;39
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;05;05/2017;77
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;06;06/2017;39
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);01;01/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Estupro;02;02/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Estupro;04;04/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;01;01/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;02;02/2017;7
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;03;03/2017;5
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;04;04/2017;12
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;05;05/2017;6
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Furto de veículo;06;06/2017;7
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Homicídio doloso;01;01/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Homicídio doloso;04;04/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;01;01/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;02;02/2017;13
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;03;03/2017;6
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;04;04/2017;6
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;05;05/2017;10
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo de veículo;06;06/2017;6
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo seguido de morte (latrocínio);01;01/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo seguido de morte (latrocínio);05;05/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010804;Brazlândia;Roubo seguido de morte (latrocínio);06;06/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;01;01/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;02;02/2017;5
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;03;03/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;04;04/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Estupro;06;06/2017;6
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;01;01/2017;15
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;02;02/2017;26
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;03;03/2017;15
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;04;04/2017;8
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;05;05/2017;10
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Furto de veículo;06;06/2017;8
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Homicídio doloso;01;01/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Homicídio doloso;02;02/2017;9
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Homicídio doloso;03;03/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Homicídio doloso;04;04/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Homicídio doloso;05;05/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;01;01/2017;10
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;02;02/2017;33
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;03;03/2017;5
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;04;04/2017;13
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;05;05/2017;7
