Região;SiglaUF;UF;CódigoIBGE;Município;Crime;Mês;Data;Quantidade
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;02;02/2011;17
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;03;03/2011;18
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;04;04/2011;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;05;05/2011;16
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;06;06/2011;18
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;07;07/2011;18
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;08;08/2011;13
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;09;09/2011;17
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;10;10/2011;12
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;11;11/2011;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;12;12/2011;13
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;01;01/2011;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;02;02/2011;4
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;03;03/2011;10
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;04;04/2011;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;05;05/2011;8
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;06;06/2011;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;07;07/2011;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;08;08/2011;10
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;09;09/2011;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;10;10/2011;8
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;11;11/2011;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;12;12/2011;7
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;01;01/2011;10
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;02;02/2011;10
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;03;03/2011;14
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;04;04/2011;7
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;05;05/2011;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;06;06/2011;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;07;07/2011;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;08;08/2011;13
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;09;09/2011;11
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;10;10/2011;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;11;11/2011;11
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;12;12/2011;10
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);02;02/2011;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;01;01/2011;10
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;02;02/2011;9
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;03;03/2011;11
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;04;04/2011;7
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;05;05/2011;16
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;06;06/2011;14
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;07;07/2011;14
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;08;08/2011;12
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;09;09/2011;15
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;10;10/2011;16
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;11;11/2011;6
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;12;12/2011;8
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;01;01/2011;59
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;02;02/2011;56
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;03;03/2011;75
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;04;04/2011;44
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;05;05/2011;74
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;06;06/2011;90
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;07;07/2011;90
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;08;08/2011;83
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;09;09/2011;89
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;10;10/2011;69
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;11;11/2011;75
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;12;12/2011;106
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;01;01/2011;8
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;02;02/2011;14
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;03;03/2011;14
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;04;04/2011;8
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;05;05/2011;13
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;06;06/2011;7
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;07;07/2011;7
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;08;08/2011;14
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;09;09/2011;9
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;10;10/2011;7
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;11;11/2011;10
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;12;12/2011;12
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Lesão corporal seguida de morte;02;02/2011;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Lesão corporal seguida de morte;03;03/2011;2
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;01;01/2011;34
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;02;02/2011;37
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;03;03/2011;39
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;04;04/2011;25
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;05;05/2011;43
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;06;06/2011;37
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;07;07/2011;37
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;08;08/2011;32
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;09;09/2011;44
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;10;10/2011;27
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;11;11/2011;58
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;12;12/2011;72
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);05;05/2011;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);11;11/2011;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;01;01/2011;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;03;03/2011;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;04;04/2011;4
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;05;05/2011;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;06;06/2011;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;07;07/2011;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;08;08/2011;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;09;09/2011;3
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;10;10/2011;3
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;11;11/2011;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;12;12/2011;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;01;01/2011;45
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;02;02/2011;16
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;03;03/2011;14
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;04;04/2011;19
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;05;05/2011;36
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;06;06/2011;17
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;07;07/2011;17
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;08;08/2011;42
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;09;09/2011;26
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;10;10/2011;22
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;11;11/2011;18
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;12;12/2011;34
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;01;01/2011;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;02;02/2011;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;09;09/2011;4
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;10;10/2011;2
